id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,activity,occupancy_%,how_far_km
16814205,Queens,Jamaica,40.67949,-73.79841,Private room,53,1,392,2019-06-07,13.15,1,71,Active,81.0,18.343968253968253
16814382,Bronx,Fordham,40.87035,-73.89335,Private room,79,3,86,2019-06-24,2.88,10,78,Active,79.0,17.350906084656085
16814803,Bronx,Fordham,40.86925,-73.89534,Private room,60,3,101,2019-06-23,3.43,10,83,Active,77.0,17.181712962962962
16815519,Manhattan,Upper East Side,40.77328,-73.94981999999999,Private room,130,3,7,2019-05-27,0.24,3,0,Active,100.0,8.371660052910054
16821898,Brooklyn,Windsor Terrace,40.655590000000004,-73.97797,Private room,50,30,5,2019-06-30,0.18,1,126,Active,65.0,11.746779100529102
16823712,Brooklyn,Williamsburg,40.70833,-73.93916,Private room,66,12,9,2019-05-27,0.37,1,11,Active,97.0,9.062916666666668
16824884,Brooklyn,Bedford-Stuyvesant,40.6808,-73.93753000000001,Entire home/apt,110,30,9,2019-04-27,0.34,3,319,Active,13.0,10.586521164021164
16828843,Manhattan,Chelsea,40.74089,-74.00001999999999,Entire home/apt,130,2,4,2019-01-01,0.13,1,0,Active,100.0,7.488743386243386
16829324,Manhattan,Lower East Side,40.72293,-73.98918,Entire home/apt,200,4,72,2019-06-23,2.94,1,109,Active,70.0,7.496984126984127
16830241,Manhattan,East Village,40.72979,-73.98917,Entire home/apt,170,5,29,2019-04-06,0.98,1,0,Active,100.0,7.343703703703704
16843605,Brooklyn,Clinton Hill,40.68976,-73.96533000000001,Entire home/apt,280,2,41,2019-06-27,1.51,1,343,Active,6.0,9.29079365079365
16844707,Manhattan,Harlem,40.82545,-73.95295,Private room,60,3,10,2019-06-30,0.71,1,8,Active,98.0,11.852255291005289
16845648,Manhattan,Upper East Side,40.784290000000006,-73.94878,Entire home/apt,200,5,48,2019-01-07,1.73,2,71,Active,81.0,8.913055555555555
16846366,Manhattan,Upper West Side,40.7843,-73.98262,Entire home/apt,995,4,20,2019-01-07,0.73,1,290,Active,21.0,8.695178571428572
16846462,Brooklyn,Bedford-Stuyvesant,40.68841,-73.95082,Entire home/apt,140,2,54,2019-02-06,1.91,1,267,Active,27.0,9.700912698412695
16847069,Manhattan,NoHo,40.72569,-73.99519000000001,Entire home/apt,399,3,51,2019-06-17,1.76,1,336,Active,8.0,7.4878505291005295
16854141,Brooklyn,East New York,40.658770000000004,-73.89631,Entire home/apt,100,1,68,2019-08-06,2.27,1,364,Active,0.0,13.722222222222221
16854754,Manhattan,Midtown,40.75562,-73.96539,Entire home/apt,149,3,8,2019-05-14,0.34,2,0,Active,100.0,7.481097883597884
16855055,Brooklyn,Williamsburg,40.70669,-73.94648000000001,Private room,85,1,16,2019-03-05,0.55,1,7,Active,98.0,8.869973544973545
16858146,Manhattan,Hell's Kitchen,40.76318,-73.99009000000001,Entire home/apt,125,30,7,2019-05-25,0.26,1,204,Active,44.0,7.7276851851851855
16859099,Queens,Sunnyside,40.73661,-73.92514,Private room,32,5,47,2019-01-07,1.61,4,266,Active,27.0,8.950873015873016
16860045,Queens,Ditmars Steinway,40.76814,-73.89573,Entire home/apt,47,11,27,2019-04-27,0.9,2,212,Active,42.0,10.734523809523813
16860541,Manhattan,Upper East Side,40.77659,-73.95407,Private room,130,3,18,2018-12-15,0.65,2,0,Active,100.0,8.391177248677247
16865916,Manhattan,Upper East Side,40.765159999999995,-73.95868,Entire home/apt,249,2,7,2019-07-05,0.27,1,363,Active,1.0,7.846785714285715
16867024,Manhattan,Harlem,40.80346,-73.94583,Entire home/apt,360,5,23,2019-05-24,0.84,1,3,Active,99.0,10.176666666666668
16869999,Manhattan,Harlem,40.81609,-73.93663000000001,Private room,55,1,48,2019-06-30,1.68,1,365,Active,0.0,11.328267195767193
16870827,Brooklyn,Bay Ridge,40.63845,-74.02649,Private room,800,1,43,2019-06-27,1.64,1,55,Active,85.0,13.681488095238096
16873148,Queens,Maspeth,40.73147,-73.89486,Entire home/apt,175,1,60,2019-06-17,3.05,1,317,Active,13.0,10.617083333333332
16880235,Manhattan,Chinatown,40.716809999999995,-73.99539,Entire home/apt,190,5,8,2019-06-14,0.3,1,81,Active,78.0,7.732248677248678
16883129,Staten Island,Stapleton,40.6322,-74.07789,Entire home/apt,75,2,103,2019-05-07,3.52,1,73,Active,80.0,15.799629629629631
16883813,Manhattan,Harlem,40.80495,-73.9556,Entire home/apt,224,4,29,2019-09-06,0.99,2,0,Active,100.0,10.130965608465607
16884405,Brooklyn,Williamsburg,40.70711,-73.95344,Private room,55,30,11,2019-03-31,0.38,3,249,Active,32.0,8.632764550264548
16884587,Queens,Woodside,40.746159999999996,-73.90392,Entire home/apt,106,2,93,2019-06-20,3.13,1,34,Active,91.0,10.00996693121693
16892955,Bronx,Kingsbridge,40.87924,-73.89791,Entire home/apt,84,3,114,2019-06-16,4.0,4,63,Active,83.0,18.047784391534396
16893030,Manhattan,Theater District,40.75951,-73.98796,Private room,195,1,9,2018-12-16,0.31,1,9,Active,98.0,7.5466798941798965
16893907,Queens,Astoria,40.76773,-73.91701,Entire home/apt,175,4,12,2019-06-24,0.47,1,42,Active,88.0,9.579550264550264
16896105,Brooklyn,Bedford-Stuyvesant,40.68869,-73.9231,Private room,47,1,10,2019-06-27,0.35,1,173,Active,53.0,10.656917989417988
16898313,Brooklyn,Boerum Hill,40.685829999999996,-73.98267,Entire home/apt,148,2,23,2019-06-23,0.78,1,3,Active,99.0,9.377248677248677
16899058,Manhattan,SoHo,40.7255,-74.00258000000001,Entire home/apt,459,1,61,2019-01-07,2.04,1,173,Active,53.0,7.646759259259262
16905585,Manhattan,East Village,40.72977,-73.98841,Entire home/apt,350,3,85,2019-06-24,2.87,1,208,Active,43.0,7.339583333333334
16912472,Manhattan,East Village,40.72951,-73.98239000000001,Private room,90,1,200,2019-06-22,6.79,3,272,Active,25.0,7.342896825396825
16914748,Brooklyn,Bedford-Stuyvesant,40.684979999999996,-73.92613,Entire home/apt,91,10,26,2019-06-14,0.97,1,12,Active,97.0,10.74584656084656
16916191,Brooklyn,Bedford-Stuyvesant,40.681,-73.94707,Entire home/apt,170,3,5,2019-06-23,0.5,1,66,Active,82.0,10.278835978835977
16916708,Queens,Ditmars Steinway,40.77707,-73.91887,Entire home/apt,90,5,14,2019-05-01,0.49,1,1,Active,100.0,9.76957671957672
16917225,Manhattan,Chinatown,40.71427,-73.99261,Private room,91,1,49,2019-06-30,1.86,3,111,Active,70.0,7.801388888888888
16918104,Manhattan,Washington Heights,40.84194,-73.94203,Private room,52,30,16,2019-06-01,0.59,3,237,Active,35.0,13.487731481481482
16923912,Queens,Forest Hills,40.71848,-73.85025,Entire home/apt,400,2,9,2018-12-29,0.37,2,4,Active,99.0,13.603789682539682
16928488,Brooklyn,Bedford-Stuyvesant,40.68438,-73.95299,Entire home/apt,150,2,33,2019-05-22,1.21,1,80,Active,78.0,9.899054232804232
16929145,Manhattan,Upper East Side,40.777590000000004,-73.95321,Private room,65,1,133,2019-06-19,4.52,1,43,Active,88.0,8.459186507936508
16930274,Manhattan,Upper East Side,40.768679999999996,-73.95744,Entire home/apt,110,5,22,2019-02-07,1.27,1,7,Active,98.0,7.988683862433863
16933257,Brooklyn,Bay Ridge,40.62158,-74.02394,Entire home/apt,175,2,35,2019-06-19,1.17,1,325,Active,11.0,15.070965608465608
16936036,Brooklyn,Greenpoint,40.72155,-73.94414,Private room,59,2,155,2019-06-30,5.2,2,60,Active,84.0,8.420343915343915
16943101,Brooklyn,Bushwick,40.69735,-73.9327,Entire home/apt,240,3,84,2019-06-23,2.95,1,237,Active,35.0,9.809887566137563
16943178,Manhattan,Kips Bay,40.74261,-73.98102,Shared room,49,1,11,2019-03-17,0.39,2,304,Active,17.0,7.223075396825397
16944820,Bronx,Concourse Village,40.82692,-73.92183,Private room,45,5,46,2019-02-06,1.55,1,174,Active,52.0,12.622116402116404
16945495,Brooklyn,Flatbush,40.64918,-73.96656999999999,Private room,80,2,25,2019-06-24,0.95,2,68,Active,81.0,12.374603174603177
16954154,Brooklyn,Kensington,40.64237,-73.98048,Private room,45,1,41,2019-05-27,1.41,11,22,Active,94.0,12.875681216931214
16954330,Manhattan,Harlem,40.80934,-73.95071999999999,Private room,59,2,66,2019-01-27,2.24,4,6,Active,98.0,10.523518518518516
16959759,Brooklyn,Crown Heights,40.67138,-73.93679,Private room,82,1,21,2019-06-25,0.78,1,89,Active,76.0,11.251124338624342
16961126,Brooklyn,Williamsburg,40.71586,-73.95395,Private room,50,2,9,2019-04-04,0.31,3,0,Active,100.0,8.269398148148147
16962435,Brooklyn,Bushwick,40.70322,-73.92025,Private room,60,5,18,2019-05-15,0.77,1,66,Active,82.0,10.072149470899472
16965072,Brooklyn,Bedford-Stuyvesant,40.693090000000005,-73.94986999999999,Entire home/apt,139,5,13,2019-01-05,0.48,1,0,Active,100.0,9.450568783068784
16965094,Queens,Elmhurst,40.74552,-73.88285,Private room,55,6,69,2019-04-07,2.44,5,253,Active,31.0,11.237519841269842
16965291,Manhattan,Upper West Side,40.78068,-73.9767,Private room,48,30,5,2019-01-05,0.18,10,341,Active,7.0,8.411031746031746
16965968,Manhattan,Lower East Side,40.7128,-73.98909,Private room,97,1,121,2019-06-23,4.11,3,127,Active,65.0,7.846587301587303
16965972,Manhattan,Lower East Side,40.71203,-73.99008,Private room,99,1,125,2019-06-26,4.31,3,119,Active,67.0,7.882453703703704
16969156,Manhattan,Midtown,40.75784,-73.96088,Entire home/apt,175,14,8,2019-05-01,0.28,1,310,Active,15.0,7.619775132275131
16970733,Manhattan,Gramercy,40.73328,-73.98241,Entire home/apt,159,8,33,2019-01-07,1.21,1,8,Active,98.0,7.282017195767197
16971247,Manhattan,Upper East Side,40.77565,-73.94919,Entire home/apt,153,2,4,2019-02-06,0.14,1,3,Active,99.0,8.486825396825397
16972627,Manhattan,Upper West Side,40.77786,-73.98066,Entire home/apt,243,1,41,2019-06-30,1.39,1,8,Active,98.0,8.283525132275134
16973662,Brooklyn,Williamsburg,40.7138,-73.96043,Private room,98,13,14,2019-05-05,0.56,1,145,Active,60.0,8.165548941798942
16974219,Queens,Elmhurst,40.741,-73.88019,Private room,60,2,43,2019-01-07,1.5,1,90,Active,75.0,11.406580687830687
16976026,Queens,Rosedale,40.65292,-73.73652,Private room,45,14,70,2019-06-24,2.38,5,281,Active,23.0,23.855681216931213
16976267,Queens,Rego Park,40.72804,-73.86147,Private room,30,1,74,2019-09-06,2.53,3,358,Active,2.0,12.705945767195768
16983203,Queens,Jamaica,40.69637,-73.81034,Private room,47,3,29,2019-05-20,1.02,2,126,Active,65.0,16.893392857142857
16987479,Brooklyn,Clinton Hill,40.69259,-73.9665,Entire home/apt,150,1,5,2019-03-31,0.19,2,0,Active,100.0,9.0957208994709
16991994,Manhattan,Upper East Side,40.777429999999995,-73.94977,Entire home/apt,140,31,4,2019-12-04,0.23,33,338,Active,7.0,8.546640211640211
16994272,Manhattan,Harlem,40.809259999999995,-73.95419,Entire home/apt,400,4,8,2019-12-04,0.74,1,42,Active,88.0,10.47612433862434
16996170,Manhattan,Upper East Side,40.7771,-73.94996,Entire home/apt,240,31,5,2019-06-16,0.34,33,289,Active,21.0,8.526276455026455
16996664,Manhattan,Upper East Side,40.77898,-73.94983,Entire home/apt,189,31,7,2019-04-13,0.26,33,331,Active,9.0,8.615998677248678
16996954,Manhattan,Upper East Side,40.77832,-73.94991,Entire home/apt,225,31,10,2019-12-06,0.48,33,351,Active,4.0,8.582976190476192
16999426,Queens,Ditmars Steinway,40.771029999999996,-73.91409,Entire home/apt,175,2,6,2019-05-27,0.21,1,176,Active,52.0,9.814675925925926
17000577,Brooklyn,Brooklyn Heights,40.70081,-73.99503,Entire home/apt,107,25,12,2019-01-05,0.42,1,1,Active,100.0,8.478597883597883
17005665,Manhattan,East Harlem,40.78568,-73.94868000000001,Private room,85,1,18,2019-06-15,0.68,1,357,Active,2.0,8.991448412698412
17006745,Brooklyn,Williamsburg,40.7097,-73.95411,Private room,57,2,31,2019-03-01,1.05,1,40,Active,89.0,8.501613756613757
17007971,Queens,Rego Park,40.72651,-73.86173000000001,Entire home/apt,40,1,101,2019-06-20,3.47,2,74,Active,80.0,12.71199074074074
17009057,Brooklyn,Bedford-Stuyvesant,40.683240000000005,-73.95174,Entire home/apt,300,30,67,2019-06-20,2.43,1,360,Active,1.0,10.005132275132276
17009742,Brooklyn,Boerum Hill,40.68482,-73.98302,Entire home/apt,150,3,19,2019-01-07,0.65,1,7,Active,98.0,9.447506613756614
17010314,Brooklyn,Williamsburg,40.70881,-73.9468,Entire home/apt,155,3,53,2019-06-07,1.97,1,110,Active,70.0,8.76871693121693
17013137,Brooklyn,Bedford-Stuyvesant,40.68533,-73.91941,Private room,45,2,22,2019-05-20,0.83,1,51,Active,86.0,11.003697089947087
17013623,Brooklyn,Greenpoint,40.725559999999994,-73.94368,Private room,59,3,64,2019-10-06,2.24,1,162,Active,56.0,8.334715608465608
17013882,Queens,Astoria,40.76882,-73.92793,Private room,65,3,23,2018-12-31,0.81,1,23,Active,94.0,9.083148148148148
17014341,Brooklyn,East Flatbush,40.63844,-73.92868,Entire home/apt,91,1,117,2019-06-19,3.99,1,60,Active,84.0,14.073544973544974
17014809,Manhattan,Harlem,40.80769,-73.95505,Private room,118,1,95,2019-06-17,3.93,5,224,Active,39.0,10.345132275132274
17020317,Brooklyn,Prospect Heights,40.68125,-73.97236,Entire home/apt,199,2,4,2019-05-20,0.15,1,179,Active,51.0,9.767427248677247
17026213,Brooklyn,Bedford-Stuyvesant,40.69175,-73.94447,Private room,51,2,24,2019-06-23,0.83,3,99,Active,73.0,9.690595238095238
17027226,Brooklyn,Fort Hamilton,40.62203,-74.0303,Entire home/apt,87,1,116,2019-06-27,3.99,1,242,Active,34.0,15.152526455026456
17029902,Queens,Rego Park,40.727270000000004,-73.86223000000001,Private room,30,1,59,2019-05-19,2.01,3,89,Active,76.0,12.668234126984126
17037199,Manhattan,East Village,40.7265,-73.98278,Private room,71,3,76,2019-06-21,2.59,1,25,Active,93.0,7.405324074074074
17043121,Manhattan,Lower East Side,40.72085,-73.98895,Entire home/apt,250,3,67,2019-06-19,3.35,1,149,Active,59.0,7.555892857142856
17044854,Bronx,Fordham,40.85615,-73.90077,Private room,34,3,7,2019-09-05,0.79,1,126,Active,65.0,15.809358465608465
17045488,Bronx,Fordham,40.870309999999996,-73.89322,Private room,79,3,98,2019-06-24,3.45,10,68,Active,81.0,17.3516335978836
17045788,Bronx,Fordham,40.869170000000004,-73.89465,Private room,60,3,77,2019-05-30,2.7,10,65,Active,82.0,17.19734788359788
17046562,Brooklyn,East Flatbush,40.639559999999996,-73.93235,Entire home/apt,165,3,55,2019-09-06,1.95,1,171,Active,53.0,13.875198412698415
17070038,Manhattan,Harlem,40.80379,-73.94434,Private room,46,1,25,2019-01-07,0.97,2,91,Active,75.0,10.231574074074073
17070798,Queens,Sunnyside,40.74615,-73.91558,Entire home/apt,85,5,2,2019-05-13,1.05,1,0,Active,100.0,9.382896825396823
17071462,Manhattan,Chelsea,40.7455,-73.9916,Private room,99,1,136,2019-06-21,4.62,4,61,Active,83.0,7.325509259259257
17073231,Brooklyn,Greenpoint,40.737140000000004,-73.95333000000001,Private room,55,2,62,2019-06-24,2.11,3,0,Active,100.0,7.79327380952381
17073870,Staten Island,Arrochar,40.593720000000005,-74.06766,Entire home/apt,60,1,25,2019-07-07,0.91,3,12,Active,97.0,18.602876984126986
17073983,Queens,Jamaica,40.68619,-73.79229000000001,Entire home/apt,127,5,52,2019-06-15,1.99,1,44,Active,88.0,18.51203703703704
17074757,Queens,Astoria,40.75678,-73.91644000000001,Private room,50,3,1,2019-06-27,1.0,1,341,Active,7.0,9.405469576719575
17075535,Staten Island,St. George,40.64332,-74.08283,Entire home/apt,120,2,116,2019-05-07,4.0,1,191,Active,48.0,15.248564814814815
17076571,Manhattan,Upper West Side,40.78461,-73.97627,Entire home/apt,165,1,152,2019-06-07,5.32,1,228,Active,38.0,8.647070105820106
17076735,Bronx,Pelham Gardens,40.86673,-73.845,Entire home/apt,119,3,75,2019-01-07,2.74,1,146,Active,60.0,19.136362433862434
17078612,Manhattan,East Harlem,40.791540000000005,-73.94233,Private room,65,1,186,2019-06-28,6.38,4,199,Active,45.0,9.5030291005291
17079313,Manhattan,East Harlem,40.78966,-73.94232,Private room,103,1,149,2019-06-22,5.06,4,215,Active,41.0,9.396044973544974
17080093,Brooklyn,Williamsburg,40.71096,-73.95170999999999,Private room,65,3,7,2019-05-27,0.24,1,2,Active,99.0,8.522096560846562
17088382,Manhattan,Upper East Side,40.77158,-73.95786,Private room,80,5,3,2019-06-20,0.15,2,50,Active,86.0,8.085046296296296
17093180,Manhattan,Upper East Side,40.770579999999995,-73.95358,Entire home/apt,160,1,68,2019-04-06,2.33,1,19,Active,95.0,8.158756613756614
17094226,Queens,East Elmhurst,40.76123,-73.88597,Private room,75,5,69,2019-06-24,2.45,1,67,Active,82.0,11.17385582010582
17095035,Bronx,Pelham Gardens,40.866859999999996,-73.84206999999999,Private room,35,1,16,2019-01-21,0.61,4,3,Active,99.0,19.296904761904766
17095296,Brooklyn,Greenpoint,40.73571,-73.95371999999999,Private room,55,1,111,2019-06-22,3.77,3,9,Active,98.0,7.797969576719577
17095925,Brooklyn,Bushwick,40.68699,-73.9056,Private room,46,1,63,2019-05-25,2.32,3,0,Active,100.0,11.543769841269839
17095971,Queens,Forest Hills,40.73576,-73.85434000000001,Entire home/apt,95,2,153,2019-01-07,5.31,2,106,Active,71.0,13.088108465608466
17097239,Brooklyn,Coney Island,40.57575,-73.98465,Entire home/apt,115,2,63,2019-06-19,2.23,6,140,Active,62.0,19.154239417989412
17097495,Manhattan,Harlem,40.809259999999995,-73.94979000000001,Private room,75,3,48,2019-06-19,1.64,4,9,Active,98.0,10.53007275132275
17097898,Queens,Astoria,40.75902,-73.9154,Private room,47,4,39,2019-10-05,1.5,2,292,Active,20.0,9.48943783068783
17104272,Brooklyn,Bedford-Stuyvesant,40.69471,-73.93736,Private room,70,2,5,2018-12-31,0.27,1,272,Active,25.0,9.7701917989418
17105446,Queens,Ditmars Steinway,40.77811,-73.91065,Private room,70,1,5,2019-06-27,4.69,2,31,Active,92.0,10.213617724867724
17106644,Brooklyn,Crown Heights,40.67395,-73.95682,Entire home/apt,135,3,17,2018-12-31,0.68,1,0,Active,100.0,10.53808201058201
17106705,Queens,Rockaway Beach,40.58718,-73.81541,Entire home/apt,145,2,42,2019-05-27,1.63,1,310,Active,15.0,23.0343253968254
17108224,Manhattan,Chelsea,40.74187,-74.00622,Entire home/apt,600,1,86,2019-07-06,3.04,1,261,Active,28.0,7.703683862433863
17108995,Manhattan,Hell's Kitchen,40.76109,-73.99305,Private room,135,3,126,2019-06-17,4.42,1,3,Active,99.0,7.721329365079365
17109623,Manhattan,East Village,40.72415,-73.97451,Private room,125,1,95,2019-06-21,3.28,1,86,Active,76.0,7.54304232804233
17111449,Manhattan,East Harlem,40.80921,-73.94001999999999,Private room,70,2,89,2019-06-29,3.28,4,249,Active,32.0,10.714477513227513
17112036,Manhattan,Harlem,40.81055,-73.94015999999999,Private room,65,2,71,2019-06-26,2.63,4,309,Active,15.0,10.810033068783069
17116411,Manhattan,Upper West Side,40.77836,-73.97994,Entire home/apt,489,3,81,2019-01-07,3.01,1,152,Active,58.0,8.303948412698412
17117129,Brooklyn,Prospect-Lefferts Gardens,40.656079999999996,-73.96176,Entire home/apt,99,2,26,2019-06-27,2.05,1,272,Active,25.0,11.855039682539685
17117631,Manhattan,Harlem,40.80937,-73.94989,Private room,120,2,29,2019-10-05,1.03,4,0,Active,100.0,10.537328042328044
17118782,Manhattan,East Village,40.72576,-73.97908000000001,Entire home/apt,160,5,25,2019-05-27,0.9,1,0,Active,100.0,7.447420634920635
17120052,Manhattan,East Village,40.7252,-73.98339,Private room,125,1,21,2019-03-06,0.75,1,363,Active,1.0,7.435105820105821
17120582,Brooklyn,Greenpoint,40.72282,-73.94856,Entire home/apt,300,3,48,2019-06-23,1.69,1,3,Active,99.0,8.226746031746032
17122054,Manhattan,East Harlem,40.80999,-73.93946,Entire home/apt,115,3,86,2019-02-07,2.99,2,85,Active,77.0,10.786342592592593
17122333,Manhattan,West Village,40.74049,-74.00527,Entire home/apt,600,1,106,2019-06-21,3.75,1,286,Active,22.0,7.65765873015873
17122439,Manhattan,East Harlem,40.80827,-73.93813,Entire home/apt,100,3,103,2019-01-07,3.61,2,32,Active,91.0,10.697453703703703
17122814,Manhattan,East Harlem,40.79315,-73.93984,Private room,47,2,60,2019-06-23,2.52,2,233,Active,36.0,9.672705026455024
17123353,Brooklyn,Williamsburg,40.717220000000005,-73.95477,Entire home/apt,130,3,66,2019-03-07,2.36,1,257,Active,30.0,8.197757936507934
17123646,Brooklyn,Sunset Park,40.64672,-74.00086999999999,Private room,55,20,23,2019-06-23,0.84,3,41,Active,89.0,12.572513227513227
17125159,Manhattan,Harlem,40.81843,-73.94400999999999,Entire home/apt,125,1,78,2019-06-22,2.7,1,40,Active,89.0,11.358478835978836
17136721,Manhattan,SoHo,40.72576,-74.00265999999999,Private room,80,1,131,2019-06-24,4.56,1,20,Active,95.0,7.644669312169312
17137626,Manhattan,Harlem,40.82935,-73.94255,Private room,54,2,72,2019-06-30,2.54,3,63,Active,83.0,12.321825396825394
17141413,Queens,Ridgewood,40.70575,-73.90171,Entire home/apt,90,1,109,2019-06-30,3.97,1,75,Active,79.0,10.892089947089946
17142987,Bronx,Pelham Bay,40.84752,-73.82797,Entire home/apt,89,2,94,2019-06-20,3.2,1,252,Active,31.0,18.64466931216931
17147561,Manhattan,East Village,40.73109,-73.98234000000001,Private room,85,1,209,2019-06-17,7.18,3,252,Active,31.0,7.314788359788358
17150899,Manhattan,Kips Bay,40.73829,-73.97896,Entire home/apt,285,1,79,2019-06-21,2.7,1,310,Active,15.0,7.24949074074074
17151145,Manhattan,West Village,40.733940000000004,-74.00301999999999,Entire home/apt,125,1,6,2019-01-29,0.21,1,0,Active,100.0,7.572288359788359
17152737,Manhattan,Chelsea,40.74353,-73.99709,Entire home/apt,545,5,42,2019-06-26,1.57,1,322,Active,12.0,7.428974867724867
17153913,Brooklyn,Greenpoint,40.72399,-73.95166,Entire home/apt,208,4,61,2019-06-23,2.26,1,255,Active,30.0,8.091765873015872
17154204,Queens,Rosedale,40.65439,-73.73185,Entire home/apt,100,2,45,2019-09-06,1.7,1,360,Active,1.0,24.128035714285712
17157615,Manhattan,East Village,40.725840000000005,-73.9894,Private room,78,1,38,2019-06-21,1.3,2,138,Active,62.0,7.424517195767195
17158871,Brooklyn,Brooklyn Heights,40.697540000000004,-73.99298,Entire home/apt,270,4,48,2019-01-07,1.73,1,172,Active,53.0,8.65162037037037
17168007,Manhattan,Hell's Kitchen,40.76536,-73.98864,Entire home/apt,160,45,6,2019-05-22,0.63,12,365,Active,0.0,7.7856084656084645
17173473,Queens,Rego Park,40.7265,-73.86017,Private room,30,1,120,2019-11-06,4.1,2,112,Active,69.0,12.812559523809526
17174519,Manhattan,Chelsea,40.74443,-74.00012,Entire home/apt,650,3,35,2019-03-07,1.61,2,179,Active,51.0,7.524113756613756
17176173,Manhattan,Washington Heights,40.85188,-73.93588000000001,Private room,70,1,26,2019-05-19,1.08,1,0,Active,100.0,14.525099206349205
17177726,Brooklyn,Gowanus,40.683609999999994,-73.98671,Entire home/apt,185,30,10,2019-11-05,0.53,4,323,Active,12.0,9.534179894179896
17186834,Brooklyn,Bedford-Stuyvesant,40.68653,-73.9449,Private room,59,4,74,2019-06-15,2.52,1,85,Active,77.0,9.987519841269842
17187785,Manhattan,East Village,40.72537,-73.97878,Private room,65,2,147,2019-06-20,5.07,3,18,Active,95.0,7.460178571428572
17187942,Manhattan,East Harlem,40.80268,-73.94051,Entire home/apt,100,10,28,2019-05-31,0.97,1,0,Active,100.0,10.250072751322753
17188790,Brooklyn,Prospect Heights,40.67365,-73.96384,Private room,80,3,4,2019-06-14,0.15,1,88,Active,76.0,10.434166666666666
17189484,Brooklyn,Greenpoint,40.73301,-73.95835,Entire home/apt,100,2,176,2019-06-30,6.02,1,14,Active,96.0,7.697460317460318
17189799,Manhattan,Midtown,40.7544,-73.96721,Entire home/apt,200,2,43,2019-10-04,1.48,1,0,Active,100.0,7.428320105820108
17189812,Queens,East Elmhurst,40.75625,-73.88956999999999,Private room,64,1,44,2019-04-20,2.21,1,0,Active,100.0,10.894060846560846
17192800,Queens,Fresh Meadows,40.74637,-73.7842,Private room,55,1,50,2019-07-07,3.51,3,67,Active,82.0,18.069219576719576
17209321,Manhattan,Lower East Side,40.72045,-73.99004000000001,Private room,98,2,20,2019-06-23,0.77,3,0,Active,100.0,7.572109788359787
17209680,Manhattan,East Village,40.72334,-73.9839,Entire home/apt,110,2,29,2019-05-27,1.53,1,15,Active,96.0,7.4829232804232815
17210984,Brooklyn,Carroll Gardens,40.68148,-73.99315,Private room,95,3,72,2019-06-30,2.56,1,67,Active,82.0,9.723816137566137
17211246,Manhattan,Hell's Kitchen,40.76553,-73.98879000000001,Private room,118,2,16,2019-01-07,0.63,1,24,Active,93.0,7.796064814814813
17211583,Brooklyn,Bushwick,40.697959999999995,-73.92409,Private room,43,2,88,2019-12-06,3.02,3,84,Active,77.0,10.135978835978834
17211881,Queens,Astoria,40.77355,-73.92551999999999,Entire home/apt,100,7,4,2019-05-29,0.17,1,0,Active,100.0,9.336613756613756
17211908,Brooklyn,Bedford-Stuyvesant,40.68412,-73.92734,Private room,45,2,61,2019-06-23,2.4,3,110,Active,70.0,10.749206349206348
17212052,Brooklyn,Williamsburg,40.71262,-73.96251,Entire home/apt,199,2,38,2019-06-16,1.32,1,94,Active,74.0,8.16103835978836
17214699,Brooklyn,Gowanus,40.67706,-73.98406,Entire home/apt,146,1,106,2019-06-29,3.78,2,341,Active,7.0,10.014603174603174
17218433,Manhattan,Chelsea,40.73899,-73.99911999999999,Entire home/apt,239,3,15,2019-02-17,0.65,1,42,Active,88.0,7.454596560846562
17219303,Manhattan,NoHo,40.72723,-73.99186,Entire home/apt,195,30,5,2019-05-31,0.19,1,34,Active,91.0,7.413445767195767
17222011,Manhattan,Gramercy,40.73556,-73.98913,Entire home/apt,159,2,15,2019-12-05,0.57,1,33,Active,91.0,7.2749007936507954
17222454,Queens,East Elmhurst,40.76367,-73.87088,Private room,48,1,417,2019-07-07,14.36,5,338,Active,7.0,12.141177248677248
17223109,Manhattan,Chelsea,40.73977,-73.99938,Entire home/apt,190,12,5,2019-06-06,0.5,1,32,Active,91.0,7.4644510582010595
17223725,Queens,Long Island City,40.75455,-73.92005999999999,Private room,80,30,18,2019-01-07,0.62,1,92,Active,75.0,9.196739417989418
17224136,Queens,Astoria,40.76043,-73.91465,Private room,96,2,18,2019-04-28,0.62,1,364,Active,0.0,9.550211640211641
17224372,Brooklyn,Sunset Park,40.639920000000004,-74.0076,Private room,28,1,31,2019-10-03,1.08,5,1,Active,100.0,13.229728835978838
17224797,Manhattan,Upper West Side,40.78141,-73.97681,Entire home/apt,160,4,22,2019-03-22,0.75,1,0,Active,100.0,8.455059523809524
17225037,Brooklyn,Sunset Park,40.63929,-74.00669,Private room,30,1,27,2019-01-04,1.64,5,168,Active,54.0,13.272777777777776
17231011,Queens,Rego Park,40.73048,-73.85331,Private room,50,1,34,2019-06-07,1.17,1,347,Active,5.0,13.20693783068783
17233932,Brooklyn,Williamsburg,40.71162,-73.95631,Private room,85,3,12,2019-05-14,0.58,2,289,Active,21.0,8.360211640211643
