Block,Borough,OBJECTID,the_geom,Lot,Address,BBL,LPC_NAME,LPC_LPNumb,LPC_SiteDe,LPC_SiteTy,LPC_SiteSt,LPC_Altern,DesDate,LandmarkTy,URL_REPORT,Shape_Leng,Shape_Area
25,SI,36,"MULTIPOLYGON (((-74.08140235891597 40.63804121482063, -74.08141670825545 40.63798372362635, -74.08179091730382 40.63804275184439, -74.0817751778343 40.638100025247724, -74.08140235891597 40.63804121482063)))",3,415 Westervelt Avenue,5000250003,"415 Westervelt Avenue House, Horton's Row",LP-02381,"Borough of Staten Island Tax Map Block 25, Lot 3.",Block and Lot,Designated,,09/15/2009 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2381.pdf,254.366784627,2256.83125705
7,SI,37,"MULTIPOLYGON (((-74.07583998709484 40.64285078160644, -74.07652014713315 40.64254697063377, -74.07692938468588 40.643094061612494, -74.0762480049747 40.64338696601146, -74.07583998709484 40.64285078160644)))",12,12-24 Richmond Terrace,5000070012,Richmond County Courthouse,LP-01206,"Borough of Staten Island Tax Map Block 7, Lot 12.",Block and Lot,Designated,,03/23/1982 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1206.pdf,891.141593561,49608.1159958
2966,SI,38,"MULTIPOLYGON (((-74.07400854157186 40.61490578976085, -74.07425689485011 40.6152314003549, -74.07361666123809 40.61550508432241, -74.073530921484 40.6154073741166, -74.07350585526505 40.615371230619886, -74.07337657307241 40.615179895728026, -74.07400854157186 40.61490578976085)))",32,420 Tompkins Avenue,5029660032,Garibaldi-Meucci Museum,LP-00377,"Borough of Richmond Tax Map Block 2966, Lot 32.",Block and Lot,Designated,,05/25/1967 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0377.pdf,679.027442017,27932.4109518
866,SI,39,"MULTIPOLYGON (((-74.1049985171841 40.59832843409082, -74.10552443455651 40.59815913131556, -74.10584531397569 40.59809688923978, -74.10594999886578 40.59811325973926, -74.10594395466566 40.59815117283117, -74.10594200682685 40.598205723813095, -74.1059421982388 40.59825339192567, -74.10594984448645 40.598339096663345, -74.10514567350097 40.59860472680434, -74.1049985171841 40.59832843409082)))",377,103 Circle Road,5008660377,Gillett-Tyler House,LP-02231,"Borough of Staten Island Tax Map Block 866, Lot 377 (Tentative Lot 377, approved April 4, 2007)",Block and Lot,Designated,,10/30/2007 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2231.pdf,714.653815318,26984.3506421
439,SI,40,"MULTIPOLYGON (((-74.13549435686141 40.616141509757696, -74.13559734235483 40.61576101507146, -74.13586102687545 40.61580529126593, -74.13583170065642 40.61591363889867, -74.13580254912056 40.6160213478462, -74.13577546533645 40.616121413414405, -74.13575880286729 40.61618297746186, -74.13549435686141 40.616141509757696)))",45,308 Saint John Avenue,5004390045,Peter Housman House,LP-00345,"Borough of Richmond Tax Map Block 439, Lot 45.",Block and Lot,Designated,,10/13/1970 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0345.pdf,431.958833182,10570.2982856
571,SI,41,"MULTIPOLYGON (((-74.08124549740958 40.63296210662557, -74.08142297902026 40.63274606169064, -74.08117963486279 40.6326969068935, -74.08093136791253 40.63264675637012, -74.08074325541047 40.63254659955287, -74.08072956261061 40.6324261943823, -74.08075581567478 40.632303461232304, -74.08088726311209 40.632214756799314, -74.0810514615029 40.63213388886852, -74.08107518817607 40.632130083654246, -74.08123141874367 40.6321050271892, -74.0813820298181 40.632080869605836, -74.08158921755441 40.63222085534196, -74.0818061218397 40.63196796856959, -74.08182983814608 40.63199049530357, -74.08161833508179 40.63223708545467, -74.0817981242969 40.63239320685874, -74.08165992639647 40.63256143211099, -74.08131919280018 40.63297620259222, -74.08124549740958 40.63296210662557)))",242,141 Nixon Avenue,5005710242,Caleb T. Ward Mansion,LP-01002,"Borough of Staten Island Tax Map Block 571, Lot 242.",Block and Lot,Designated,,08/22/1978 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1002.pdf,1235.92371166,52324.9408184
4437,SI,42,"MULTIPOLYGON (((-74.14358232411233 40.571746327812, -74.14352253933376 40.57143938533438, -74.14398478645033 40.57138222503404, -74.14406305166456 40.57191645574084, -74.1440617416853 40.57193164565282, -74.14405677842691 40.57194655738098, -74.14404916535665 40.57195939131641, -74.14403722602066 40.57197256837319, -74.14401555601994 40.571987562282, -74.14399191007878 40.57199698530897, -74.14396907308034 40.572001476037705, -74.14363995402431 40.572042203681654, -74.14358232411233 40.571746327812)))",26,249 Center Street,5044370026,Stephens-Prier House,LP-02022,"Borough of Staten Island Tax Map Block 4437, Lot 26.",Block and Lot,Designated,,05/25/1999 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2022.pdf,684.812949833,27809.0531729
1007,SI,43,"MULTIPOLYGON (((-74.13087295076913 40.637619355824526, -74.13105583798162 40.637370318604205, -74.13138585124915 40.63751178467735, -74.13120269040405 40.63776070746537, -74.13087295076913 40.637619355824526)))",26,75 Bennett Street,5010070026,"New York Public Library, Port Richmond Branch",LP-01997,"Borough of Staten Island Tax Map Block 1007, Lot 26",Block and Lot,Designated,,10/13/1998 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1997.pdf,418.037271085,10921.8762377
8050,SI,44,"MULTIPOLYGON (((-74.24998485623564 40.50821387590888, -74.25021244417762 40.50814650997173, -74.25043305712416 40.50868628726874, -74.25018852094615 40.50876389272239, -74.24998485623564 40.50821387590888)))",13,7647 Amboy Road,5080500013,Rutan Journeay House,LP-02221,"Borough of Richmond, Tax Map Block 8050 Lot 13.",Block and Lot,Designated,,03/24/2009 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2221.pdf,555.756268839,14589.2988341
7590,SI,45,"MULTIPOLYGON (((-74.23882851634582 40.53444800900725, -74.23883859957334 40.53438922119164, -74.23890516325756 40.534291511085826, -74.23955858322125 40.534374107829485, -74.23959232653412 40.53437806729227, -74.23955834771223 40.534539563751544, -74.23952359612983 40.53453587203876, -74.23882851634582 40.53444800900725)))",131,71-73 Kreischer Street,5075900131,Kreischerville Workers' Houses,LP-01870,"Borough of Staten Island Tax Map Block 7590, Lot 131 and the portions of the sidewalk and tree lawn immediately adjacent to these buildings, extending to the roadbed of Kreischer Street.",Irregular,Designated,,07/26/1994 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1870.pdf,520.504536093,12069.7326093
6110,SI,46,"MULTIPOLYGON (((-74.20058939151117 40.54291985864233, -74.20152571373426 40.542653903903776, -74.20165491884389 40.542904496076765, -74.2018229082454 40.542856432356785, -74.20214476954891 40.54356927805177, -74.20101897561865 40.5439158401209, -74.20076538323855 40.543348180455546, -74.20058939151117 40.54291985864233)))",1,1075 Woodrow Road,5061100001,Woodrow United Methodist Church,LP-00385,"Borough of Richmond Tax Map Block 6110, Lot 1.",Block and Lot,Designated,,11/15/1967 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0385.pdf,1419.77542466,121455.859051
897,SI,47,"MULTIPOLYGON (((-74.10773433696112 40.584001833939645, -74.10779418051199 40.58395204095123, -74.10799021756057 40.58378892769596, -74.10823632980588 40.583989407679134, -74.10802892262905 40.58415967229978, -74.10798114766251 40.58419889091762, -74.10796623035988 40.58418698019324, -74.10773433696112 40.584001833939645)))",1,1929 Richmond Road,5008970001,Ernest Flagg Estate Cottage: McCall's Demonstration House,LP-01407,"Borough of Staten Island Tax Map Block 897, Lot 1.",Block and Lot,Designated,,02/10/1987 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1407.pdf,408.670305717,10407.3096666
7590,SI,48,"MULTIPOLYGON (((-74.2388053206153 40.5345832566488, -74.23882851634582 40.53444800900725, -74.23952359612983 40.53453587203876, -74.23955834771223 40.534539563751544, -74.23953079154036 40.53467494581368, -74.23949450471615 40.53467037477475, -74.2388053206153 40.5345832566488)))",134,75-77 Kreischer Street,5075900134,Kreischerville Workers' Houses,LP-01871,"Borough of Staten Island Tax Map Block 7590, Lot 134 and the portions of the sidewalk and tree lawn immediately adjacent to these buildings, extending to the roadbed of Kreischer Street.",Irregular,Designated,,07/26/1994 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1871.pdf,509.61177722,10182.6381738
6666,SI,49,"MULTIPOLYGON (((-74.19604893918198 40.513519057112205, -74.19606615241152 40.51343757646815, -74.19607473862892 40.51339692713349, -74.19608394047472 40.51335336713008, -74.19609198551113 40.513315275326285, -74.19610124670422 40.51327144055782, -74.1961096234275 40.513231791167485, -74.196126741038 40.51315074743344, -74.19664900998191 40.51322715807944, -74.19671995685196 40.51325997432743, -74.19660691569983 40.51348566282515, -74.19659563870546 40.51359904280364, -74.19604893918198 40.513519057112205)))",1,509 Seguine Avenue,5066660001,Abraham Manee House,LP-01398,"Tax Map Block 6666, Lot 1.",Block and Lot,Designated,also known as the Manee-Seguine Homestead,09/11/1984 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1398.pdf,591.082291938,21463.1357311
7092,SI,50,"MULTIPOLYGON (((-74.22013286614954 40.54166715882477, -74.2201186371121 40.541629083786916, -74.22010434612827 40.541590832362196, -74.22008854867319 40.541548553952296, -74.22007275005771 40.541506275542304, -74.2200569526396 40.541463996227264, -74.22004115524443 40.54142171781041, -74.22002535668898 40.54137943939357, -74.22000955815346 40.54133716097431, -74.21999375963793 40.54129488255282, -74.21997796350622 40.541252605024944, -74.21996216384431 40.54121032479994, -74.21993751819714 40.541144364975416, -74.21984256673787 40.54088905299083, -74.22064034574451 40.540817142738284, -74.2206813367175 40.540934845164465, -74.22070071385104 40.540990487682215, -74.22072054862936 40.54104744318975, -74.22074585220597 40.5411201033264, -74.22083639875405 40.54138010309216, -74.22090938350281 40.541589673581825, -74.22016587241312 40.541755487043616, -74.22013286614954 40.54166715882477)))",22,Crabtree Avenue,5070920022,Rossville A.M.E. Zion Church Cemetery,LP-01399,"Borough of Staten Island Tax Map Block 7092, Lot 22.",Block and Lot,Designated,,04/09/1985 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1399.pdf,1057.99793091,67527.6970891
521,SI,51,"MULTIPOLYGON (((-74.07719689193364 40.627116161062766, -74.07722754700892 40.62728425137269, -74.07731610878672 40.62729845248694, -74.0774071885792 40.62731305797224, -74.07749329274726 40.6273268661768, -74.07729186047735 40.62754146693615, -74.07662306615376 40.62717900680216, -74.07719689193364 40.627116161062766)))",28,81 Water Street,5005210028,Staten Island Savings Bank Building,LP-02201,"Staten Island Borough Tax Map Block 521, Lot 28.",Block and Lot,Designated,,09/19/2006 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2201.pdf,622.075275775,15812.2498913
8026,SI,52,"MULTIPOLYGON (((-74.24809269514881 40.51089883184751, -74.2484075549153 40.51075104067751, -74.24844852303006 40.51079342742316, -74.2481336643343 40.51094121870247, -74.24809269514881 40.51089883184751)))",5,173 Main Street,5080260005,George Cunningham Store,LP-02229,"Borough of Staten Island, Tax Map Block 8026, Lot 5",Block and Lot,Designated,,07/15/2008 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2229.pdf,243.947357446,1965.41260953
5378,SI,53,"MULTIPOLYGON (((-74.15771454817298 40.532219262642464, -74.15742194128703 40.53182102072044, -74.15777288781379 40.53167426421908, -74.158051771559 40.53155764032008, -74.15837276001608 40.53161419515854, -74.15848048282841 40.53163317284374, -74.15852413919723 40.531640865226336, -74.15868952916894 40.531730192556914, -74.15877985551883 40.531778979007406, -74.15855749297273 40.53201857672593, -74.15832873168392 40.532265065575544, -74.15816235834876 40.532444329986646, -74.15783380548909 40.53225687054327, -74.15778125350529 40.53223428276555, -74.15776302938372 40.53222882448842, -74.1577478697163 40.53222508921248, -74.15773023330988 40.53222160858505, -74.15771454817298 40.532219262642464)))",30,4515 Hylan Boulevard,5053780030,Frederick Law Olmsted House,LP-00384,"Borough of Richmond Tax Map Block 5378, Lot 30.",Block and Lot,Designated,also known as the Poillon House,02/28/1967 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0384.pdf,1035.05121066,68577.1396901
7857,SI,54,"MULTIPOLYGON (((-74.25204073763318 40.50292259164059, -74.25428487319175 40.50236824434899, -74.25451217407812 40.50231209378795, -74.25467269945354 40.50262627684903, -74.25469863142237 40.50267746955068, -74.25475725158718 40.502790945314985, -74.25481364169384 40.50290613161085, -74.25481665198079 40.50291190995275, -74.2546492950343 40.502951600537095, -74.25243712556818 40.503476208410376, -74.25204073763318 40.50292259164059)))",90,7455 Hylan Boulevard,5078570090,Conference House,LP-00393,"Borough of Richmond Tax Map Block 7960, Lot 16",Block and Lot,Designated,"also known as Bentley Manor, the Christopher Billopp House",02/28/1967 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0393.pdf,1879.56405059,162631.540946
7020,SI,55,"MULTIPOLYGON (((-74.21685561639983 40.539192122076386, -74.2168724022985 40.53898946394063, -74.2171991323099 40.53897061870948, -74.21756585733057 40.53894946435575, -74.21756448343217 40.53923772838593, -74.21730336858153 40.53926544948585, -74.21694133672474 40.539303887005374, -74.21684551502639 40.53931406839811, -74.21685561639983 40.539192122076386)))",4,565 and 569 Bloomingdale Road,5070200004,565 and 569 Bloomingdale Road Cottages,LP-02415,"Borough of Staten Island Tax Map Block 7020, Lot 4",Block and Lot,Designated,,02/01/2011 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2415.pdf,618.578303432,21830.6525102
4438,SI,56,"MULTIPOLYGON (((-74.14343088989357 40.570994387859564, -74.1433460059535 40.57061429716726, -74.14381334712164 40.57055785971429, -74.1439580085382 40.57123642292689, -74.14349736519685 40.571292052925635, -74.14343088989357 40.570994387859564)))",61,45 Saint Patrick's Place,5044380061,Saint Patrick's Church,LP-00400,"Borough of Richmond Tax Map Block 4438, Lot 61.",Block and Lot,Designated,,02/20/1968 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0400.pdf,761.964257835,32688.0557973
8028,SI,57,"MULTIPOLYGON (((-74.24937867712828 40.511532668251924, -74.24999152495616 40.51122017753389, -74.25003195676662 40.51126047024477, -74.25011669910478 40.51134491946157, -74.25016602160723 40.511394072902334, -74.24955236151168 40.51171201183367, -74.24937867712828 40.511532668251924)))",63,134 Main Street,5080280063,Theodore H. and Elizabeth DeHart House,LP-02181,"Borough of Richmond, Tax Map Block 8028, Lot 63",Block and Lot,Designated,,05/16/2006 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2181.pdf,572.231292104,16531.8887144
6815,SI,58,"MULTIPOLYGON (((-74.19269663483891 40.53147018841124, -74.19302454911941 40.53190168565355, -74.19204095088634 40.53225015621984, -74.1918633638729 40.53191975878784, -74.19269663483891 40.53147018841124)))",59,5475 Amboy Road,5068150059,Memorial Church of the Huguenots,LP-01772,"Borough of Staten Island Tax Map Block 6815, Lot 59.",Block and Lot,Designated,now the Reformed Church of Huguenot Park,11/20/1990 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1772.pdf,896.969737013,45261.512423
7590,SI,59,"MULTIPOLYGON (((-74.23915581232808 40.53490525661801, -74.23916770652507 40.53485026794431, -74.23876819018912 40.534799766544886, -74.23878150858391 40.53472211219154, -74.23946463877849 40.53480846413028, -74.23950275739449 40.53481267744893, -74.23948908124888 40.53487985855957, -74.23947437044185 40.5349455289346, -74.23943604055965 40.53494067937171, -74.23915581232808 40.53490525661801)))",138,85-87 Kreischer Street,5075900138,Kreischerville Workers' Houses,LP-01873,"Borough of Staten Island Tax Map Block 7590, Lot 138 and the portions of the sidewalk and tree lawn immediately adjacent to these buildings, extending to the roadbed of Kreischer Street.",Irregular,Designated,,07/26/1994 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1873.pdf,503.384237273,7608.8903507
6724,SI,60,"MULTIPOLYGON (((-74.20405823496353 40.52530727595954, -74.20423163750425 40.52526919393387, -74.20422567296882 40.525205018329835, -74.2044172582246 40.52516143745281, -74.2044141402713 40.52513942053011, -74.20449124772868 40.52513108656939, -74.2045609114638 40.52562307898215, -74.20411003143009 40.52567310004707, -74.20405823496353 40.52530727595954)))",25,5910 Amboy Road,5067240025,Abraham J. Wood House,LP-00841,"Borough of Richmond Tax Map Block 6724, Lot 25.",Block and Lot,Designated,also known as the 5910 Amboy Road House,03/19/1974 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0841.pdf,599.90679893,20024.0668062
